
=== Outer Fold 1/5 ===
  1/150: MAE = 22.9609 ± 3.0495, params = {'initial_temperature': 50, 'cooling_rate': 0.8, 'iterations_per_temp': 20, 'step_size': 0.1}
  87/150: MAE = 25.5352 ± 4.4142, params = {'initial_temperature': 150, 'cooling_rate': 0.98, 'iterations_per_temp': 50, 'step_size': 0.1}
  88/150: MAE = 17.6514 ± 6.7735, params = {'initial_temperature': 150, 'cooling_rate': 0.98, 'iterations_per_temp': 50, 'step_size': 0.2}
  89/150: MAE = 21.8974 ± 9.5524, params = {'initial_temperature': 150, 'cooling_rate': 0.98, 'iterations_per_temp': 100, 'step_size': 0.1}
  90/150: MAE = 16.9069 ± 3.8201, params = {'initial_temperature': 150, 'cooling_rate': 0.98, 'iterations_per_temp': 100, 'step_size': 0.2}
  91/150: MAE = 26.1306 ± 6.6132, params = {'initial_temperature': 200, 'cooling_rate': 0.8, 'iterations_per_temp': 20, 'step_size': 0.1}
  92/150: MAE = 20.0698 ± 6.7862, params = {'initial_temperature': 200, 'cooling_rate': 0.8, 'iterations_per_temp': 20, 'step_size': 0.2}
  93/150: MAE = 25.7439 ± 5.7792, params = {'initial_temperature': 200, 'cooling_rate': 0.8, 'iterations_per_temp': 50, 'step_size': 0.1}
  94/150: MAE = 15.0001 ± 6.5242, params = {'initial_temperature': 200, 'cooling_rate': 0.8, 'iterations_per_temp': 50, 'step_size': 0.2}
  95/150: MAE = 21.8286 ± 5.0091, params = {'initial_temperature': 200, 'cooling_rate': 0.8, 'iterations_per_temp': 100, 'step_size': 0.1}
  96/150: MAE = 19.5184 ± 7.1999, params = {'initial_temperature': 200, 'cooling_rate': 0.8, 'iterations_per_temp': 100, 'step_size': 0.2}
  97/150: MAE = 21.9256 ± 2.9120, params = {'initial_temperature': 200, 'cooling_rate': 0.85, 'iterations_per_temp': 20, 'step_size': 0.1}
  98/150: MAE = 20.6132 ± 5.7948, params = {'initial_temperature': 200, 'cooling_rate': 0.85, 'iterations_per_temp': 20, 'step_size': 0.2}
  99/150: MAE = 21.5315 ± 4.2823, params = {'initial_temperature': 200, 'cooling_rate': 0.85, 'iterations_per_temp': 50, 'step_size': 0.1}
  100/150: MAE = 23.0049 ± 7.4937, params = {'initial_temperature': 200, 'cooling_rate': 0.85, 'iterations_per_temp': 50, 'step_size': 0.2}
  101/150: MAE = 21.1469 ± 5.8291, params = {'initial_temperature': 200, 'cooling_rate': 0.85, 'iterations_per_temp': 100, 'step_size': 0.1}
  102/150: MAE = 19.7916 ± 5.3122, params = {'initial_temperature': 200, 'cooling_rate': 0.85, 'iterations_per_temp': 100, 'step_size': 0.2}
  103/150: MAE = 20.6474 ± 6.6671, params = {'initial_temperature': 200, 'cooling_rate': 0.9, 'iterations_per_temp': 20, 'step_size': 0.1}
  104/150: MAE = 17.7198 ± 3.5034, params = {'initial_temperature': 200, 'cooling_rate': 0.9, 'iterations_per_temp': 20, 'step_size': 0.2}
  105/150: MAE = 18.8316 ± 2.8531, params = {'initial_temperature': 200, 'cooling_rate': 0.9, 'iterations_per_temp': 50, 'step_size': 0.1}
  106/150: MAE = 19.7082 ± 5.4733, params = {'initial_temperature': 200, 'cooling_rate': 0.9, 'iterations_per_temp': 50, 'step_size': 0.2}
  107/150: MAE = 22.7131 ± 7.1838, params = {'initial_temperature': 200, 'cooling_rate': 0.9, 'iterations_per_temp': 100, 'step_size': 0.1}
  108/150: MAE = 17.9103 ± 3.0930, params = {'initial_temperature': 200, 'cooling_rate': 0.9, 'iterations_per_temp': 100, 'step_size': 0.2}
  109/150: MAE = 20.9532 ± 4.7501, params = {'initial_temperature': 200, 'cooling_rate': 0.95, 'iterations_per_temp': 20, 'step_size': 0.1}
  110/150: MAE = 21.5268 ± 6.6549, params = {'initial_temperature': 200, 'cooling_rate': 0.95, 'iterations_per_temp': 20, 'step_size': 0.2}
  111/150: MAE = 22.3092 ± 9.9084, params = {'initial_temperature': 200, 'cooling_rate': 0.95, 'iterations_per_temp': 50, 'step_size': 0.1}
  112/150: MAE = 18.3490 ± 5.9258, params = {'initial_temperature': 200, 'cooling_rate': 0.95, 'iterations_per_temp': 50, 'step_size': 0.2}
  113/150: MAE = 22.2003 ± 4.0055, params = {'initial_temperature': 200, 'cooling_rate': 0.95, 'iterations_per_temp': 100, 'step_size': 0.1}
  114/150: MAE = 17.3508 ± 6.3901, params = {'initial_temperature': 200, 'cooling_rate': 0.95, 'iterations_per_temp': 100, 'step_size': 0.2}
  115/150: MAE = 20.0554 ± 2.9351, params = {'initial_temperature': 200, 'cooling_rate': 0.98, 'iterations_per_temp': 20, 'step_size': 0.1}
  116/150: MAE = 18.2832 ± 7.3628, params = {'initial_temperature': 200, 'cooling_rate': 0.98, 'iterations_per_temp': 20, 'step_size': 0.2}
  117/150: MAE = 16.6516 ± 6.7155, params = {'initial_temperature': 200, 'cooling_rate': 0.98, 'iterations_per_temp': 50, 'step_size': 0.1}
  118/150: MAE = 17.6561 ± 6.2990, params = {'initial_temperature': 200, 'cooling_rate': 0.98, 'iterations_per_temp': 50, 'step_size': 0.2}
  119/150: MAE = 19.9777 ± 1.8118, params = {'initial_temperature': 200, 'cooling_rate': 0.98, 'iterations_per_temp': 100, 'step_size': 0.1}
  120/150: MAE = 18.4009 ± 4.6288, params = {'initial_temperature': 200, 'cooling_rate': 0.98, 'iterations_per_temp': 100, 'step_size': 0.2}
  121/150: MAE = 21.8949 ± 8.2887, params = {'initial_temperature': 300, 'cooling_rate': 0.8, 'iterations_per_temp': 20, 'step_size': 0.1}
  122/150: MAE = 17.5258 ± 9.0653, params = {'initial_temperature': 300, 'cooling_rate': 0.8, 'iterations_per_temp': 20, 'step_size': 0.2}
  123/150: MAE = 20.8670 ± 3.5126, params = {'initial_temperature': 300, 'cooling_rate': 0.8, 'iterations_per_temp': 50, 'step_size': 0.1}
  124/150: MAE = 17.8521 ± 1.7031, params = {'initial_temperature': 300, 'cooling_rate': 0.8, 'iterations_per_temp': 50, 'step_size': 0.2}
  125/150: MAE = 22.4733 ± 5.2812, params = {'initial_temperature': 300, 'cooling_rate': 0.8, 'iterations_per_temp': 100, 'step_size': 0.1}
  126/150: MAE = 18.2786 ± 5.0332, params = {'initial_temperature': 300, 'cooling_rate': 0.8, 'iterations_per_temp': 100, 'step_size': 0.2}
  127/150: MAE = 20.8396 ± 5.0860, params = {'initial_temperature': 300, 'cooling_rate': 0.85, 'iterations_per_temp': 20, 'step_size': 0.1}
  128/150: MAE = 15.2538 ± 2.5192, params = {'initial_temperature': 300, 'cooling_rate': 0.85, 'iterations_per_temp': 20, 'step_size': 0.2}
  129/150: MAE = 19.1951 ± 5.1230, params = {'initial_temperature': 300, 'cooling_rate': 0.85, 'iterations_per_temp': 50, 'step_size': 0.1}
  130/150: MAE = 20.1896 ± 4.2408, params = {'initial_temperature': 300, 'cooling_rate': 0.85, 'iterations_per_temp': 50, 'step_size': 0.2}
  131/150: MAE = 26.4329 ± 7.8695, params = {'initial_temperature': 300, 'cooling_rate': 0.85, 'iterations_per_temp': 100, 'step_size': 0.1}
  132/150: MAE = 18.6279 ± 6.7559, params = {'initial_temperature': 300, 'cooling_rate': 0.85, 'iterations_per_temp': 100, 'step_size': 0.2}
  133/150: MAE = 19.8722 ± 2.0262, params = {'initial_temperature': 300, 'cooling_rate': 0.9, 'iterations_per_temp': 20, 'step_size': 0.1}
  134/150: MAE = 17.1678 ± 5.3227, params = {'initial_temperature': 300, 'cooling_rate': 0.9, 'iterations_per_temp': 20, 'step_size': 0.2}
  135/150: MAE = 22.3709 ± 4.7775, params = {'initial_temperature': 300, 'cooling_rate': 0.9, 'iterations_per_temp': 50, 'step_size': 0.1}
  136/150: MAE = 19.7776 ± 7.2967, params = {'initial_temperature': 300, 'cooling_rate': 0.9, 'iterations_per_temp': 50, 'step_size': 0.2}
  137/150: MAE = 21.5875 ± 6.6763, params = {'initial_temperature': 300, 'cooling_rate': 0.9, 'iterations_per_temp': 100, 'step_size': 0.1}
  138/150: MAE = 19.2575 ± 3.7791, params = {'initial_temperature': 300, 'cooling_rate': 0.9, 'iterations_per_temp': 100, 'step_size': 0.2}
  139/150: MAE = 20.5946 ± 3.7965, params = {'initial_temperature': 300, 'cooling_rate': 0.95, 'iterations_per_temp': 20, 'step_size': 0.1}
  140/150: MAE = 15.5845 ± 5.6750, params = {'initial_temperature': 300, 'cooling_rate': 0.95, 'iterations_per_temp': 20, 'step_size': 0.2}
  141/150: MAE = 23.9120 ± 5.1117, params = {'initial_temperature': 300, 'cooling_rate': 0.95, 'iterations_per_temp': 50, 'step_size': 0.1}
  142/150: MAE = 20.6906 ± 7.5489, params = {'initial_temperature': 300, 'cooling_rate': 0.95, 'iterations_per_temp': 50, 'step_size': 0.2}
  143/150: MAE = 24.0258 ± 7.1850, params = {'initial_temperature': 300, 'cooling_rate': 0.95, 'iterations_per_temp': 100, 'step_size': 0.1}
  144/150: MAE = 19.5423 ± 7.1536, params = {'initial_temperature': 300, 'cooling_rate': 0.95, 'iterations_per_temp': 100, 'step_size': 0.2}
  145/150: MAE = 22.7811 ± 6.2367, params = {'initial_temperature': 300, 'cooling_rate': 0.98, 'iterations_per_temp': 20, 'step_size': 0.1}
  146/150: MAE = 17.4430 ± 5.0009, params = {'initial_temperature': 300, 'cooling_rate': 0.98, 'iterations_per_temp': 20, 'step_size': 0.2}
  147/150: MAE = 21.5123 ± 0.7723, params = {'initial_temperature': 300, 'cooling_rate': 0.98, 'iterations_per_temp': 50, 'step_size': 0.1}
  148/150: MAE = 18.0470 ± 2.2232, params = {'initial_temperature': 300, 'cooling_rate': 0.98, 'iterations_per_temp': 50, 'step_size': 0.2}
  149/150: MAE = 23.7676 ± 5.3845, params = {'initial_temperature': 300, 'cooling_rate': 0.98, 'iterations_per_temp': 100, 'step_size': 0.1}
  150/150: MAE = 21.6206 ± 5.3826, params = {'initial_temperature': 300, 'cooling_rate': 0.98, 'iterations_per_temp': 100, 'step_size': 0.2}
  >> Best params for outer fold 4: {'initial_temperature': 50, 'cooling_rate': 0.98, 'iterations_per_temp': 100, 'step_size': 0.2} (MAE 14.7755 ± 4.9020)
Outer fold 4 MAE on test: 15.5361

=== Outer Fold 5/5 ===
  1/150: MAE = 21.9373 ± 4.8265, params = {'initial_temperature': 50, 'cooling_rate': 0.8, 'iterations_per_temp': 20, 'step_size': 0.1}
  2/150: MAE = 16.5729 ± 6.0203, params = {'initial_temperature': 50, 'cooling_rate': 0.8, 'iterations_per_temp': 20, 'step_size': 0.2}
  3/150: MAE = 20.8093 ± 3.4477, params = {'initial_temperature': 50, 'cooling_rate': 0.8, 'iterations_per_temp': 50, 'step_size': 0.1}
  4/150: MAE = 20.3194 ± 5.5323, params = {'initial_temperature': 50, 'cooling_rate': 0.8, 'iterations_per_temp': 50, 'step_size': 0.2}
  5/150: MAE = 20.9052 ± 5.0390, params = {'initial_temperature': 50, 'cooling_rate': 0.8, 'iterations_per_temp': 100, 'step_size': 0.1}
  6/150: MAE = 16.6354 ± 2.6085, params = {'initial_temperature': 50, 'cooling_rate': 0.8, 'iterations_per_temp': 100, 'step_size': 0.2}
  7/150: MAE = 24.2523 ± 6.2156, params = {'initial_temperature': 50, 'cooling_rate': 0.85, 'iterations_per_temp': 20, 'step_size': 0.1}
  8/150: MAE = 18.2791 ± 1.9121, params = {'initial_temperature': 50, 'cooling_rate': 0.85, 'iterations_per_temp': 20, 'step_size': 0.2}
  9/150: MAE = 21.8016 ± 2.0688, params = {'initial_temperature': 50, 'cooling_rate': 0.85, 'iterations_per_temp': 50, 'step_size': 0.1}
  10/150: MAE = 17.5433 ± 3.2124, params = {'initial_temperature': 50, 'cooling_rate': 0.85, 'iterations_per_temp': 50, 'step_size': 0.2}
  11/150: MAE = 21.8655 ± 7.2940, params = {'initial_temperature': 50, 'cooling_rate': 0.85, 'iterations_per_temp': 100, 'step_size': 0.1}
  12/150: MAE = 17.7389 ± 6.3465, params = {'initial_temperature': 50, 'cooling_rate': 0.85, 'iterations_per_temp': 100, 'step_size': 0.2}
  13/150: MAE = 20.0929 ± 2.3878, params = {'initial_temperature': 50, 'cooling_rate': 0.9, 'iterations_per_temp': 20, 'step_size': 0.1}
  14/150: MAE = 16.8286 ± 5.6219, params = {'initial_temperature': 50, 'cooling_rate': 0.9, 'iterations_per_temp': 20, 'step_size': 0.2}
  15/150: MAE = 21.2787 ± 1.7252, params = {'initial_temperature': 50, 'cooling_rate': 0.9, 'iterations_per_temp': 50, 'step_size': 0.1}
  16/150: MAE = 18.0295 ± 6.0077, params = {'initial_temperature': 50, 'cooling_rate': 0.9, 'iterations_per_temp': 50, 'step_size': 0.2}
  17/150: MAE = 21.8676 ± 2.1783, params = {'initial_temperature': 50, 'cooling_rate': 0.9, 'iterations_per_temp': 100, 'step_size': 0.1}
  18/150: MAE = 19.2793 ± 5.1266, params = {'initial_temperature': 50, 'cooling_rate': 0.9, 'iterations_per_temp': 100, 'step_size': 0.2}
  19/150: MAE = 22.5981 ± 1.9379, params = {'initial_temperature': 50, 'cooling_rate': 0.95, 'iterations_per_temp': 20, 'step_size': 0.1}
  20/150: MAE = 19.1743 ± 4.0575, params = {'initial_temperature': 50, 'cooling_rate': 0.95, 'iterations_per_temp': 20, 'step_size': 0.2}
  21/150: MAE = 19.6807 ± 5.4720, params = {'initial_temperature': 50, 'cooling_rate': 0.95, 'iterations_per_temp': 50, 'step_size': 0.1}
  22/150: MAE = 22.1226 ± 4.8431, params = {'initial_temperature': 50, 'cooling_rate': 0.95, 'iterations_per_temp': 50, 'step_size': 0.2}
  23/150: MAE = 21.1610 ± 1.4874, params = {'initial_temperature': 50, 'cooling_rate': 0.95, 'iterations_per_temp': 100, 'step_size': 0.1}
  24/150: MAE = 20.4426 ± 4.0224, params = {'initial_temperature': 50, 'cooling_rate': 0.95, 'iterations_per_temp': 100, 'step_size': 0.2}
  25/150: MAE = 21.8398 ± 5.6025, params = {'initial_temperature': 50, 'cooling_rate': 0.98, 'iterations_per_temp': 20, 'step_size': 0.1}
  26/150: MAE = 22.3647 ± 1.9706, params = {'initial_temperature': 50, 'cooling_rate': 0.98, 'iterations_per_temp': 20, 'step_size': 0.2}
  27/150: MAE = 23.9357 ± 1.3465, params = {'initial_temperature': 50, 'cooling_rate': 0.98, 'iterations_per_temp': 50, 'step_size': 0.1}
  28/150: MAE = 19.2266 ± 5.2898, params = {'initial_temperature': 50, 'cooling_rate': 0.98, 'iterations_per_temp': 50, 'step_size': 0.2}
  29/150: MAE = 21.8040 ± 4.1490, params = {'initial_temperature': 50, 'cooling_rate': 0.98, 'iterations_per_temp': 100, 'step_size': 0.1}
  30/150: MAE = 15.7827 ± 4.6906, params = {'initial_temperature': 50, 'cooling_rate': 0.98, 'iterations_per_temp': 100, 'step_size': 0.2}
  31/150: MAE = 22.9179 ± 5.3668, params = {'initial_temperature': 100, 'cooling_rate': 0.8, 'iterations_per_temp': 20, 'step_size': 0.1}
  32/150: MAE = 17.0015 ± 3.7259, params = {'initial_temperature': 100, 'cooling_rate': 0.8, 'iterations_per_temp': 20, 'step_size': 0.2}
  33/150: MAE = 19.9408 ± 1.9506, params = {'initial_temperature': 100, 'cooling_rate': 0.8, 'iterations_per_temp': 50, 'step_size': 0.1}
  34/150: MAE = 17.3997 ± 2.2992, params = {'initial_temperature': 100, 'cooling_rate': 0.8, 'iterations_per_temp': 50, 'step_size': 0.2}
  35/150: MAE = 23.7245 ± 4.4952, params = {'initial_temperature': 100, 'cooling_rate': 0.8, 'iterations_per_temp': 100, 'step_size': 0.1}
  36/150: MAE = 19.4494 ± 3.2431, params = {'initial_temperature': 100, 'cooling_rate': 0.8, 'iterations_per_temp': 100, 'step_size': 0.2}
  37/150: MAE = 19.4611 ± 5.2687, params = {'initial_temperature': 100, 'cooling_rate': 0.85, 'iterations_per_temp': 20, 'step_size': 0.1}
  38/150: MAE = 16.2509 ± 4.1261, params = {'initial_temperature': 100, 'cooling_rate': 0.85, 'iterations_per_temp': 20, 'step_size': 0.2}
  39/150: MAE = 21.6833 ± 2.5672, params = {'initial_temperature': 100, 'cooling_rate': 0.85, 'iterations_per_temp': 50, 'step_size': 0.1}
  40/150: MAE = 15.9484 ± 4.1717, params = {'initial_temperature': 100, 'cooling_rate': 0.85, 'iterations_per_temp': 50, 'step_size': 0.2}
  41/150: MAE = 20.0451 ± 4.0632, params = {'initial_temperature': 100, 'cooling_rate': 0.85, 'iterations_per_temp': 100, 'step_size': 0.1}
  42/150: MAE = 19.3199 ± 1.1715, params = {'initial_temperature': 100, 'cooling_rate': 0.85, 'iterations_per_temp': 100, 'step_size': 0.2}
  43/150: MAE = 23.9593 ± 5.4199, params = {'initial_temperature': 100, 'cooling_rate': 0.9, 'iterations_per_temp': 20, 'step_size': 0.1}
  44/150: MAE = 18.9315 ± 2.9646, params = {'initial_temperature': 100, 'cooling_rate': 0.9, 'iterations_per_temp': 20, 'step_size': 0.2}
  45/150: MAE = 20.5351 ± 3.0105, params = {'initial_temperature': 100, 'cooling_rate': 0.9, 'iterations_per_temp': 50, 'step_size': 0.1}
  46/150: MAE = 20.5986 ± 2.8090, params = {'initial_temperature': 100, 'cooling_rate': 0.9, 'iterations_per_temp': 50, 'step_size': 0.2}
  47/150: MAE = 22.4724 ± 2.6463, params = {'initial_temperature': 100, 'cooling_rate': 0.9, 'iterations_per_temp': 100, 'step_size': 0.1}
  48/150: MAE = 19.4354 ± 2.2376, params = {'initial_temperature': 100, 'cooling_rate': 0.9, 'iterations_per_temp': 100, 'step_size': 0.2}
  49/150: MAE = 20.6025 ± 2.3671, params = {'initial_temperature': 100, 'cooling_rate': 0.95, 'iterations_per_temp': 20, 'step_size': 0.1}
  50/150: MAE = 18.2216 ± 5.1447, params = {'initial_temperature': 100, 'cooling_rate': 0.95, 'iterations_per_temp': 20, 'step_size': 0.2}
  51/150: MAE = 22.0349 ± 2.0829, params = {'initial_temperature': 100, 'cooling_rate': 0.95, 'iterations_per_temp': 50, 'step_size': 0.1}
  52/150: MAE = 19.3293 ± 5.0164, params = {'initial_temperature': 100, 'cooling_rate': 0.95, 'iterations_per_temp': 50, 'step_size': 0.2}
  53/150: MAE = 23.1366 ± 7.7491, params = {'initial_temperature': 100, 'cooling_rate': 0.95, 'iterations_per_temp': 100, 'step_size': 0.1}
  54/150: MAE = 18.1135 ± 4.4642, params = {'initial_temperature': 100, 'cooling_rate': 0.95, 'iterations_per_temp': 100, 'step_size': 0.2}
  55/150: MAE = 20.0928 ± 6.6106, params = {'initial_temperature': 100, 'cooling_rate': 0.98, 'iterations_per_temp': 20, 'step_size': 0.1}
  56/150: MAE = 19.6092 ± 2.5140, params = {'initial_temperature': 100, 'cooling_rate': 0.98, 'iterations_per_temp': 20, 'step_size': 0.2}
  57/150: MAE = 22.1390 ± 2.9023, params = {'initial_temperature': 100, 'cooling_rate': 0.98, 'iterations_per_temp': 50, 'step_size': 0.1}
  58/150: MAE = 17.9198 ± 5.4042, params = {'initial_temperature': 100, 'cooling_rate': 0.98, 'iterations_per_temp': 50, 'step_size': 0.2}
  59/150: MAE = 21.0209 ± 2.9621, params = {'initial_temperature': 100, 'cooling_rate': 0.98, 'iterations_per_temp': 100, 'step_size': 0.1}
  60/150: MAE = 18.5937 ± 7.2179, params = {'initial_temperature': 100, 'cooling_rate': 0.98, 'iterations_per_temp': 100, 'step_size': 0.2}
  61/150: MAE = 23.6903 ± 4.7980, params = {'initial_temperature': 150, 'cooling_rate': 0.8, 'iterations_per_temp': 20, 'step_size': 0.1}
  62/150: MAE = 16.0378 ± 4.6878, params = {'initial_temperature': 150, 'cooling_rate': 0.8, 'iterations_per_temp': 20, 'step_size': 0.2}
  63/150: MAE = 19.4685 ± 3.3808, params = {'initial_temperature': 150, 'cooling_rate': 0.8, 'iterations_per_temp': 50, 'step_size': 0.1}
  64/150: MAE = 19.3266 ± 4.4842, params = {'initial_temperature': 150, 'cooling_rate': 0.8, 'iterations_per_temp': 50, 'step_size': 0.2}
  65/150: MAE = 20.6175 ± 1.9225, params = {'initial_temperature': 150, 'cooling_rate': 0.8, 'iterations_per_temp': 100, 'step_size': 0.1}
  66/150: MAE = 16.1081 ± 0.9509, params = {'initial_temperature': 150, 'cooling_rate': 0.8, 'iterations_per_temp': 100, 'step_size': 0.2}
  67/150: MAE = 21.1957 ± 3.9616, params = {'initial_temperature': 150, 'cooling_rate': 0.85, 'iterations_per_temp': 20, 'step_size': 0.1}
  68/150: MAE = 19.4728 ± 4.6230, params = {'initial_temperature': 150, 'cooling_rate': 0.85, 'iterations_per_temp': 20, 'step_size': 0.2}
  69/150: MAE = 22.7654 ± 6.2562, params = {'initial_temperature': 150, 'cooling_rate': 0.85, 'iterations_per_temp': 50, 'step_size': 0.1}
  70/150: MAE = 17.7924 ± 4.7107, params = {'initial_temperature': 150, 'cooling_rate': 0.85, 'iterations_per_temp': 50, 'step_size': 0.2}
  71/150: MAE = 21.4197 ± 7.6421, params = {'initial_temperature': 150, 'cooling_rate': 0.85, 'iterations_per_temp': 100, 'step_size': 0.1}
  72/150: MAE = 16.0579 ± 3.0899, params = {'initial_temperature': 150, 'cooling_rate': 0.85, 'iterations_per_temp': 100, 'step_size': 0.2}
  73/150: MAE = 23.5786 ± 3.3973, params = {'initial_temperature': 150, 'cooling_rate': 0.9, 'iterations_per_temp': 20, 'step_size': 0.1}
  74/150: MAE = 19.1223 ± 2.9692, params = {'initial_temperature': 150, 'cooling_rate': 0.9, 'iterations_per_temp': 20, 'step_size': 0.2}
  75/150: MAE = 21.1172 ± 5.4093, params = {'initial_temperature': 150, 'cooling_rate': 0.9, 'iterations_per_temp': 50, 'step_size': 0.1}
  76/150: MAE = 20.0186 ± 2.6632, params = {'initial_temperature': 150, 'cooling_rate': 0.9, 'iterations_per_temp': 50, 'step_size': 0.2}
  77/150: MAE = 20.4629 ± 5.3263, params = {'initial_temperature': 150, 'cooling_rate': 0.9, 'iterations_per_temp': 100, 'step_size': 0.1}
  78/150: MAE = 15.6851 ± 5.0627, params = {'initial_temperature': 150, 'cooling_rate': 0.9, 'iterations_per_temp': 100, 'step_size': 0.2}
  79/150: MAE = 18.8963 ± 4.3321, params = {'initial_temperature': 150, 'cooling_rate': 0.95, 'iterations_per_temp': 20, 'step_size': 0.1}
  80/150: MAE = 17.4194 ± 1.4766, params = {'initial_temperature': 150, 'cooling_rate': 0.95, 'iterations_per_temp': 20, 'step_size': 0.2}
  81/150: MAE = 21.4594 ± 3.5630, params = {'initial_temperature': 150, 'cooling_rate': 0.95, 'iterations_per_temp': 50, 'step_size': 0.1}
  82/150: MAE = 14.7121 ± 6.4176, params = {'initial_temperature': 150, 'cooling_rate': 0.95, 'iterations_per_temp': 50, 'step_size': 0.2}
  83/150: MAE = 20.5173 ± 4.9355, params = {'initial_temperature': 150, 'cooling_rate': 0.95, 'iterations_per_temp': 100, 'step_size': 0.1}
  84/150: MAE = 18.7319 ± 6.0811, params = {'initial_temperature': 150, 'cooling_rate': 0.95, 'iterations_per_temp': 100, 'step_size': 0.2}
  85/150: MAE = 23.2074 ± 6.1959, params = {'initial_temperature': 150, 'cooling_rate': 0.98, 'iterations_per_temp': 20, 'step_size': 0.1}
  86/150: MAE = 20.9365 ± 6.8380, params = {'initial_temperature': 150, 'cooling_rate': 0.98, 'iterations_per_temp': 20, 'step_size': 0.2}
  87/150: MAE = 22.8944 ± 3.2615, params = {'initial_temperature': 150, 'cooling_rate': 0.98, 'iterations_per_temp': 50, 'step_size': 0.1}
  88/150: MAE = 18.1716 ± 5.3222, params = {'initial_temperature': 150, 'cooling_rate': 0.98, 'iterations_per_temp': 50, 'step_size': 0.2}
  89/150: MAE = 24.1795 ± 4.6602, params = {'initial_temperature': 150, 'cooling_rate': 0.98, 'iterations_per_temp': 100, 'step_size': 0.1}
  90/150: MAE = 18.8798 ± 2.4887, params = {'initial_temperature': 150, 'cooling_rate': 0.98, 'iterations_per_temp': 100, 'step_size': 0.2}
  91/150: MAE = 23.7329 ± 0.9544, params = {'initial_temperature': 200, 'cooling_rate': 0.8, 'iterations_per_temp': 20, 'step_size': 0.1}
  92/150: MAE = 18.0775 ± 8.2291, params = {'initial_temperature': 200, 'cooling_rate': 0.8, 'iterations_per_temp': 20, 'step_size': 0.2}
  93/150: MAE = 21.0364 ± 1.2664, params = {'initial_temperature': 200, 'cooling_rate': 0.8, 'iterations_per_temp': 50, 'step_size': 0.1}
  94/150: MAE = 15.7263 ± 3.0585, params = {'initial_temperature': 200, 'cooling_rate': 0.8, 'iterations_per_temp': 50, 'step_size': 0.2}
  95/150: MAE = 24.3186 ± 5.9437, params = {'initial_temperature': 200, 'cooling_rate': 0.8, 'iterations_per_temp': 100, 'step_size': 0.1}
  96/150: MAE = 19.4460 ± 1.0145, params = {'initial_temperature': 200, 'cooling_rate': 0.8, 'iterations_per_temp': 100, 'step_size': 0.2}
  97/150: MAE = 27.8233 ± 7.0006, params = {'initial_temperature': 200, 'cooling_rate': 0.85, 'iterations_per_temp': 20, 'step_size': 0.1}
  98/150: MAE = 18.9254 ± 4.3322, params = {'initial_temperature': 200, 'cooling_rate': 0.85, 'iterations_per_temp': 20, 'step_size': 0.2}
  99/150: MAE = 23.0864 ± 3.8280, params = {'initial_temperature': 200, 'cooling_rate': 0.85, 'iterations_per_temp': 50, 'step_size': 0.1}
  100/150: MAE = 16.2432 ± 2.6351, params = {'initial_temperature': 200, 'cooling_rate': 0.85, 'iterations_per_temp': 50, 'step_size': 0.2}
  101/150: MAE = 19.8662 ± 2.0863, params = {'initial_temperature': 200, 'cooling_rate': 0.85, 'iterations_per_temp': 100, 'step_size': 0.1}
  102/150: MAE = 20.8100 ± 3.0100, params = {'initial_temperature': 200, 'cooling_rate': 0.85, 'iterations_per_temp': 100, 'step_size': 0.2}
  103/150: MAE = 20.3681 ± 4.5030, params = {'initial_temperature': 200, 'cooling_rate': 0.9, 'iterations_per_temp': 20, 'step_size': 0.1}
  104/150: MAE = 18.0556 ± 5.5460, params = {'initial_temperature': 200, 'cooling_rate': 0.9, 'iterations_per_temp': 20, 'step_size': 0.2}
  105/150: MAE = 18.6835 ± 3.7256, params = {'initial_temperature': 200, 'cooling_rate': 0.9, 'iterations_per_temp': 50, 'step_size': 0.1}
  106/150: MAE = 23.0503 ± 0.4738, params = {'initial_temperature': 200, 'cooling_rate': 0.9, 'iterations_per_temp': 50, 'step_size': 0.2}
  107/150: MAE = 22.0084 ± 3.3459, params = {'initial_temperature': 200, 'cooling_rate': 0.9, 'iterations_per_temp': 100, 'step_size': 0.1}
  108/150: MAE = 16.0709 ± 3.1186, params = {'initial_temperature': 200, 'cooling_rate': 0.9, 'iterations_per_temp': 100, 'step_size': 0.2}
  109/150: MAE = 20.2952 ± 4.9519, params = {'initial_temperature': 200, 'cooling_rate': 0.95, 'iterations_per_temp': 20, 'step_size': 0.1}
  110/150: MAE = 21.6258 ± 7.6549, params = {'initial_temperature': 200, 'cooling_rate': 0.95, 'iterations_per_temp': 20, 'step_size': 0.2}
  111/150: MAE = 25.7733 ± 2.4821, params = {'initial_temperature': 200, 'cooling_rate': 0.95, 'iterations_per_temp': 50, 'step_size': 0.1}
  112/150: MAE = 17.2532 ± 2.3591, params = {'initial_temperature': 200, 'cooling_rate': 0.95, 'iterations_per_temp': 50, 'step_size': 0.2}
  113/150: MAE = 18.6261 ± 4.1475, params = {'initial_temperature': 200, 'cooling_rate': 0.95, 'iterations_per_temp': 100, 'step_size': 0.1}
  114/150: MAE = 20.6917 ± 6.8300, params = {'initial_temperature': 200, 'cooling_rate': 0.95, 'iterations_per_temp': 100, 'step_size': 0.2}
  115/150: MAE = 19.6225 ± 3.5053, params = {'initial_temperature': 200, 'cooling_rate': 0.98, 'iterations_per_temp': 20, 'step_size': 0.1}
